country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year,gdp_per_capita,generation
Aruba,2001,female,75+ years,2,278,3.39,Argentina1990,,"141,352,368,715",6654,Silent
Luxembourg,2015,male,75+ years,36,921974,69.03,Luxembourg1999,,"22,235,929,043",46489,Silent
United States,2004,female,55-74 years,2085,9150117,8.49,Denmark2000,,"164,158,800,460",52894,Silent
Republic of Korea,2001,female,25-34 years,6,1925078,3.54,Estonia1998,,"5,617,109,245",24900,Generation X
Austria,1985,male,25-34 years,114,1150997,24.08,Barbados1985,0.82,"1,417,575,550",24640,Generation X
Antigua and Barbuda,1989,male,25-34 years,9,51861,0.27,Malta2001,,"4,331,870,648",5553,Boomers
Luxembourg,2000,female,75+ years,2,278,0.11,Saint Lucia2003,,"823,837,141",12227,G.I. Generation
Germany,2000,female,15-24 years,65,327919,3.8,Grenada1990,,"278,098,778",27334,Generation X
Slovenia,1985,male,35-54 years,666,377739,33.25,Slovenia2006,,"39,587,732,029",7590,Boomers
Singapore,2013,female,25-34 years,2,68554,0.45,Malta2009,,"8,528,202,278",7704,Generation X
Malta,1996,female,75+ years,6,278,0.0,Israel2006,,"153,966,916,311",15199,G.I. Generation
Suriname,1988,female,25-34 years,21,1254562,3.99,Singapore2014,,"311,539,499,645",9459,Generation X
United Kingdom,1996,female,75+ years,850,3734504,11.16,United Kingdom2005,,"2,520,701,818,182",2266,G.I. Generation
Brazil,1993,male,25-34 years,15,12137,14.35,Brazil2005,,"891,630,175,813",24500,Generation X
Chile,1993,female,35-54 years,15,1405632,1.63,Chile2010,,"218,537,551,220",2059,Boomers
Cuba,2002,male,25-34 years,8,412561,0.58,Denmark2010,,"321,995,350,347",25648,Generation X
Chile,2014,female,25-34 years,12,207774,10.64,Chile1994,0.776,"57,008,425,296",22667,Generation X
Singapore,2012,female,5-14 years,0,103117,0.0,Saint Lucia2009,0.723,"1,262,973,407",7789,Generation Z
Bulgaria,1985,female,25-34 years,48,527967,5.0,Canada2011,,"1,788,647,906,048",3928,Millenials
Malta,2001,female,35-54 years,18,197484,8.61,Luxembourg2002,0.73,"23,616,328,816",4224,Boomers
Romania,1987,male,55-74 years,26,52499,54.97,Estonia2003,0.659,"9,833,870,709",251,Silent
Bahamas,1999,male,55-74 years,385,1852069,2.75,Azerbaijan1998,0.667,"4,446,396,218",4255,Boomers
Azerbaijan,1997,male,75+ years,13,2381733,3.81,Czech Republic2007,,"189,227,050,760",6569,Silent
Armenia,2011,female,25-34 years,0,278,0.51,Puerto Rico2000,0.685,"61,701,800,000",2996,Generation X
France,2000,female,25-34 years,745,2205933,3.24,Ireland1987,0.864,"33,961,142,322",33955,Generation X
Italy,1998,female,5-14 years,8,399223,0.0,Paraguay2009,,"15,929,902,138",3095,Millenials
Luxembourg,1986,female,75+ years,13,459894,5.7,Serbia2001,,"12,267,175,481",10949,Boomers
Armenia,1997,female,35-54 years,8,20142658,0.44,Argentina2015,,"594,749,285,413",1870,Boomers
Bulgaria,1987,female,35-54 years,52,956038,6.45,Belarus2000,0.727,"12,736,856,828",6186,Boomers
Barbados,2008,female,5-14 years,0,726419,0.3,Fiji2009,0.832,"2,870,624,636",71982,Millenials
United States,2002,female,35-54 years,36,1346382,4.21,Bahamas2001,,"8,317,830,000",40181,Boomers
Kyrgyzstan,1985,male,5-14 years,2,23106,0.59,Argentina2007,,"287,530,508,431",1494,Millenials
Singapore,2013,male,15-24 years,0,14703,3.45,Jamaica1989,,"4,404,970,059",12857,Millenials
Hungary,2001,female,35-54 years,337,801622,5.89,Hungary1992,,"38,724,945,368",27448,Boomers
Costa Rica,1990,female,55-74 years,25,33666,2.67,Barbados2005,,"3,897,300,000",3515,Silent
Trinidad and Tobago,1986,male,25-34 years,62,104498,23.86,Trinidad and Tobago1988,,"4,496,852,073",5812,Generation X
Republic of Korea,1997,male,25-34 years,759,2838778,4.56,Russian Federation2009,,"1,222,643,696,992",3771,Generation X
Luxembourg,1993,male,15-24 years,24,3812892,10.69,Greece1999,,"142,540,728,958",23463,Generation X
United States,1991,male,35-54 years,150,10206867,28.6,Latvia2006,,"21,447,021,570",3463,Boomers
Chile,2006,female,55-74 years,64,1409935,7.99,Chile2014,,"260,584,090,571",7469,Silent
Barbados,1991,female,5-14 years,0,278,0.0,Belize2009,0.777,"1,336,957,250",2397,Generation X
Ireland,1997,female,5-14 years,0,18504,0.06,France1992,,"1,401,465,923,172",33307,Millenials
Ireland,2006,female,75+ years,105,459922,7.76,Belgium2007,,"471,821,105,940",53158,Silent
Trinidad and Tobago,1995,female,35-54 years,7,231789,9.81,Trinidad and Tobago1987,,"4,797,777,778",2420,Boomers
Jamaica,2008,female,75+ years,0,57801,0.0,Armenia1997,0.676,"1,639,492,424",4393,Silent
Georgia,2002,female,55-74 years,32,1234720,0.58,Guatemala1990,,"7,650,125,217",7620,Silent
Panama,2001,male,35-54 years,75,1556453,23.6,Poland2011,,"528,832,185,770",38392,Boomers
Jamaica,1997,female,5-14 years,0,278,0.0,Mexico2004,,"782,240,601,985",28851,Generation X
Grenada,2011,female,5-14 years,4,29130,0.0,Denmark2009,0.821,"321,241,396,034",25974,Millenials
Guatemala,2000,female,25-34 years,11,613411,1.71,Iceland1989,,"5,588,533,007",26518,Generation X
Puerto Rico,1995,male,25-34 years,60,276554,0.48,Puerto Rico2003,,"74,827,400,000",3074,Generation X
Australia,1995,female,25-34 years,6,743701,11.29,Puerto Rico2009,,"96,385,638,000",25172,Generation X
Ireland,2007,male,15-24 years,46,854056,34.22,Ireland1994,,"57,166,037,102",10783,Generation X
Turkmenistan,1998,female,75+ years,0,68039,1.3,Japan2013,,"5,155,717,056,271",2533,Silent
Uzbekistan,2007,female,35-54 years,81,3471896,3.75,Ireland2002,,"44,411,476,557",3896,Boomers
Greece,2009,female,35-54 years,333,1107159,11.73,Czech Republic1994,0.896,"47,554,674,591",5729,Boomers
Republic of Korea,2011,male,15-24 years,10,165570,0.69,Russian Federation1992,,"460,290,556,901",7926,Generation X
Italy,1985,male,55-74 years,423,11887952,51.67,Italy1989,,"925,598,068,021",2891,Silent
Costa Rica,2012,male,15-24 years,6,185900,10.96,Antigua and Barbuda1999,,"766,198,926",3751,Generation X
Serbia,1998,male,35-54 years,91,472559,11.99,Serbia2008,,"30,415,095,887",27112,Boomers
Turkmenistan,1998,male,15-24 years,69,382510,22.96,Thailand1985,,"38,900,692,712",67126,Generation X
Republic of Korea,2004,female,55-74 years,95,4153042,2.72,Romania1996,,"37,182,938,696",8842,Silent
Russian Federation,1997,female,35-54 years,61,752565,4.57,Russian Federation1989,,"506,500,173,960",27239,Boomers
Bulgaria,2003,female,35-54 years,56,1077511,2.85,Bulgaria2014,0.623,"56,731,990,232",3171,Boomers
Germany,2006,male,5-14 years,0,101883,0.46,France2009,,"2,690,222,283,968",30833,Millenials
Mexico,2003,female,15-24 years,23,1796792,1.24,Spain1992,,"629,202,392,004",9581,Boomers
United States,2011,female,5-14 years,52,1069145,2.54,United States1999,,"9,660,624,000,000",8890,Boomers
Argentina,1985,male,35-54 years,304,1267175,4.16,Barbados1994,,"2,151,295,182",3256,Boomers
Suriname,1993,male,75+ years,73,227305,25.3,Suriname2014,,"5,240,606,061",5968,Silent
France,2015,male,5-14 years,11,709459,3.47,France1996,,"1,605,675,086,550",30120,Millenials
Croatia,1988,male,75+ years,17,125737,73.72,Cuba2001,,"2,800,024,314",2500,G.I. Generation
El Salvador,2003,female,5-14 years,7,278450,0.05,El Salvador1991,,"5,252,342,400",22747,Millenials
El Salvador,1997,male,15-24 years,15,3506649,9.59,Belgium1996,,"281,358,175,896",4999,Boomers
Costa Rica,2001,male,25-34 years,246,848900,35.49,Czech Republic1995,,"59,775,697,061",6069,Generation X
Lithuania,2011,male,5-14 years,5,20583,0.44,Italy2013,,"2,130,491,320,659",8064,Millenials
Paraguay,1985,male,25-34 years,172,990638,34.92,Costa Rica2007,,"26,743,874,206",3728,Generation X
Antigua and Barbuda,2006,female,5-14 years,0,995793,0.0,Brazil2013,0.833,"2,472,806,919,902",18329,Generation Z
Cyprus,2010,male,5-14 years,14,90581,0.38,Romania1998,0.814,"37,438,527,800",23987,Generation X
Russian Federation,2003,female,15-24 years,27,1010021,13.61,Estonia2008,,"24,194,039,256",4744,Generation X
Colombia,1994,male,5-14 years,689,4419752,8.97,Uruguay2012,0.65,"51,264,390,116",3912,Millenials
Belize,1998,female,55-74 years,1,1185475,0.45,Barbados2006,,"4,246,600,000",9701,Silent
Latvia,2002,male,5-14 years,0,221242,0.65,Oman2014,0.638,"81,076,723,017",1516,Millenials
Kiribati,1992,male,5-14 years,0,278,0.0,South Africa2003,0.777,"175,256,916,996",2136,Generation X
Belgium,2007,male,5-14 years,45,1163577,0.15,Brazil2004,,"669,316,654,017",15808,Millenials
Spain,1998,male,35-54 years,1614,5400462,18.7,Portugal2007,0.879,"217,513,049,292",28067,Boomers
Singapore,2006,female,75+ years,6,366914,10.44,Slovakia1993,,"16,452,201,101",61550,Millenials
Uzbekistan,1985,male,55-74 years,15,69391,36.57,Estonia2003,,"9,833,870,709",251,G.I. Generation
Jamaica,2005,female,5-14 years,0,101842,0.0,Mauritius2002,0.833,"4,767,303,154",7077,Generation Z
Netherlands,2016,male,25-34 years,267,473504,24.83,Luxembourg2011,0.9,"60,004,630,234",23965,Millenials
Uruguay,2014,female,15-24 years,57,254921,13.77,Armenia2013,0.88,"11,121,465,767",60159,Millenials
Jamaica,2008,female,75+ years,0,278,0.36,Jamaica2000,0.833,"8,985,352,832",99292,Silent
France,1999,female,15-24 years,206,1113396,2.48,Croatia2005,0.889,"45,416,358,502",23085,Millenials
Guyana,1993,female,35-54 years,6,278,0.47,Belarus1997,,"14,128,408,566",251,Silent
Jamaica,2006,female,75+ years,0,278,7.78,Jamaica2005,0.666,"11,204,416,000",3881,Silent
Ireland,1998,female,25-34 years,637,18012090,5.27,Bahamas2000,0.907,"8,076,470,000",56826,Generation X
Suriname,1986,female,55-74 years,13,1312469,11.14,Saint Lucia1993,,"226,079,963,712",27491,Silent
Albania,1987,male,25-34 years,11,304550,3.43,Kuwait2009,,"47,737,955",1565,Generation X
Austria,2001,female,25-34 years,0,226299,1.59,Barbados1995,,"2,261,969,870",23321,Generation X
Ecuador,2014,male,15-24 years,7,282881,23.24,Austria1992,,"195,078,126,346",4152,Millenials
Portugal,1986,male,35-54 years,61,434531,15.62,Russian Federation1998,,"270,953,116,950",26613,Boomers
Iceland,1996,male,15-24 years,164,16375233,37.97,Brazil1999,0.879,"599,388,579,986",35863,Generation X
Sweden,2006,male,35-54 years,13,90064,0.74,Bahrain1998,,"6,183,776,596",27673,Generation X
Greece,2012,male,55-74 years,56,215448,8.2,Singapore1992,,"52,156,414,979",30226,Silent
Mauritius,2000,female,75+ years,1,16642,9.0,Mexico2004,,"782,240,601,985",5757,Silent
Saint Vincent and Grenadines,2000,female,55-74 years,3,2570700,0.0,Netherlands1990,0.818,"314,267,667,675",22502,Silent
Cuba,2002,female,35-54 years,69,1026468,10.36,France2003,,"1,840,480,812,641",7910,Boomers
Jamaica,1985,female,75+ years,0,85292,48.68,Jamaica1991,,"4,071,219,198",14292,G.I. Generation
Mexico,1987,female,35-54 years,18,2663684,2.63,Panama1997,,"10,677,286,100",14424,Generation X
Grenada,1990,female,15-24 years,0,278,0.0,Grenada2015,,"997,007,926",26184,Generation X
Austria,2013,female,75+ years,2,1550190,13.24,Bahamas1997,,"6,332,360,000",42117,Silent
Italy,1985,female,75+ years,9,55812,3.94,Israel2004,,"135,445,033,199",1203,G.I. Generation
Singapore,2013,male,25-34 years,4,229253,2.95,France1998,0.904,"1,503,108,739,159",80284,Generation X
Trinidad and Tobago,2010,male,75+ years,50,673022,15.9,Belize2005,,"1,114,222,550",9192,Silent
Russian Federation,2008,female,35-54 years,17,229484,4.29,Finland1997,,"126,833,123,354",5318,Millenials
Bosnia and Herzegovina,1997,female,75+ years,0,2625,0.14,Austria1988,,"133,339,397,080",2197,Silent
France,2011,male,25-34 years,752,4213057,29.83,Guatemala2014,0.867,"58,722,323,918",57875,Boomers
Suriname,2000,male,75+ years,0,2418,0.0,Spain2015,0.823,"1,197,789,902,774",17358,Silent
Armenia,2013,male,5-14 years,0,259193,0.53,Bulgaria1987,0.725,"28,101,000,000",3865,Generation Z
Greece,2002,female,5-14 years,0,269985,0.31,Greece1993,,"108,809,058,859",28255,Millenials
Ecuador,1997,female,25-34 years,649,1403699,1.74,Guyana1989,,"379,779,390",6115,Generation X
Norway,2011,male,75+ years,11,26094,7.19,Malta2011,,"9,507,645,260",48601,Silent
Albania,2013,female,15-24 years,43,439135,2.4,United Kingdom1997,0.917,"1,552,483,628,029",53023,Millenials
Slovenia,1987,female,15-24 years,16,329253,2.11,Slovenia2007,,"48,114,688,201",11201,Generation X
Chile,1991,male,35-54 years,775,19367902,9.56,Chile1994,,"57,008,425,296",36226,Boomers
Spain,1999,male,35-54 years,122,3802445,55.15,South Africa2012,,"396,332,702,639",8140,Generation X
Mauritius,2005,male,55-74 years,91,11408,35.5,Mauritius1991,,"2,856,890,681",6072,Silent
Bulgaria,1987,male,15-24 years,51,2346595,3.36,Bulgaria1996,,"10,109,612,142",2215,Generation X
Colombia,1992,female,25-34 years,525,3396984,3.45,Costa Rica1985,,"4,796,628,461",21164,Generation X
Kiribati,2001,male,75+ years,21,278,48.8,Kazakhstan2014,,"221,415,572,820",25340,G.I. Generation
Netherlands,2000,female,15-24 years,194,1431218,3.72,Colombia2008,0.891,"243,982,437,871",48287,Millenials
Austria,2001,female,15-24 years,53,1131541,7.59,New Zealand1996,,"70,140,835,299",8661,Generation X
Luxembourg,2001,female,15-24 years,10,2164212,0.49,Mauritius1992,,"3,224,267,548",6372,Millenials
Antigua and Barbuda,2003,male,35-54 years,3,170374,3.92,Antigua and Barbuda2004,0.771,"10,553,337,673",9400,Generation X
Bahrain,2012,female,25-34 years,12,336648,11.24,Germany2005,0.914,"10,936,669,900",8725,Generation X
South Africa,2013,female,55-74 years,2,1673443,16.91,Spain1986,,"250,638,463,467",6273,Silent
Kyrgyzstan,1999,male,15-24 years,0,53095,34.86,Italy2009,,"2,185,160,183,384",19669,Boomers
Barbados,1985,female,75+ years,14,278,0.09,Aruba2006,,"2,421,474,860",22514,G.I. Generation
Fiji,2005,male,5-14 years,0,119558,0.2,Estonia2006,,"16,963,625,016",2993,Millenials
Slovenia,2012,female,25-34 years,0,42161,0.0,Kazakhstan2008,0.779,"133,441,612,247",79970,Silent
Malta,2014,female,5-14 years,0,3719663,0.17,Japan1999,,"4,562,078,822,335",29111,Generation Z
Chile,1986,male,35-54 years,808,809446,73.13,Armenia1996,,"1,596,968,913",7435,Silent
Spain,2015,male,25-34 years,8,1633626,9.17,Slovenia2004,0.823,"34,470,227,454",4431,Millenials
Uruguay,2006,female,5-14 years,12,3629191,0.0,United States1987,,"4,870,217,000,000",21439,Generation Z
Guatemala,2012,female,25-34 years,12,266908,0.51,Guatemala1993,,"11,399,942,453",41258,Silent
France,2009,male,25-34 years,188,672350,4.04,Costa Rica2005,0.83,"19,952,156,475",29076,Generation X
Ireland,1991,male,35-54 years,235,1228361,7.44,Colombia2005,0.832,"146,566,264,837",23321,Boomers
France,2003,female,5-14 years,315,2605204,2.21,Australia1987,,"189,041,159,344",6734,Millenials
Colombia,1995,female,15-24 years,510,744143,11.23,Azerbaijan1998,0.808,"4,446,396,218",27957,G.I. Generation
Colombia,1998,female,75+ years,5,65485,7.81,Colombia2007,,"207,416,494,642",6289,Silent
Estonia,1996,male,35-54 years,9,23244,15.54,Estonia2011,,"23,170,239,901",2022,Boomers
Trinidad and Tobago,1993,male,75+ years,907,15641377,78.63,Turkey2015,,"859,796,872,794",2934,Boomers
Greece,1996,male,5-14 years,9,73868,0.08,Saint Vincent and Grenadines1997,0.829,"347,770,000",4209,Generation X
Brazil,2005,male,35-54 years,127,920407,0.87,Colombia1998,,"98,443,739,941",28213,Boomers
Portugal,1985,female,25-34 years,3,254789,4.18,Jamaica2010,,"13,191,645,686",2548,Boomers
Germany,2011,female,25-34 years,94,9546517,3.19,Saint Vincent and Grenadines1997,0.89,"347,770,000",54602,Generation X
Belize,2006,male,35-54 years,0,48172,0.86,Mauritius2002,0.729,"4,767,303,154",75085,Generation Z
Australia,1988,female,5-14 years,4,336762,0.36,Argentina1987,,"111,106,191,358",2228,Boomers
Italy,1999,male,15-24 years,61,1480474,13.49,Jamaica1986,,"2,754,566,176",7276,Generation X
United Kingdom,2006,male,35-54 years,92,3976420,12.43,United Kingdom2007,,"3,074,359,743,898",1386,Boomers
Finland,1997,female,25-34 years,93,831260,7.36,El Salvador2003,0.88,"13,243,892,200",20492,Boomers
Paraguay,2013,female,5-14 years,0,469453,0.28,Paraguay1985,,"2,966,234,106",7584,Millenials
Spain,1986,male,75+ years,935,2344962,20.5,Slovenia1998,,"22,125,435,372",24382,G.I. Generation
France,2000,male,15-24 years,929,8285629,38.1,Thailand1995,,"169,278,552,851",26803,Millenials
Bahamas,1991,female,55-74 years,5,30649,0.0,Turkey2009,,"644,639,902,581",1751,Boomers
Ireland,1997,male,55-74 years,279,434095,31.86,Lithuania2009,,"37,440,673,478",2284,Boomers
Grenada,2009,female,5-14 years,0,458358,0.0,Portugal2013,,"226,073,492,966",5666,Millenials
Fiji,2014,male,75+ years,51,363587,29.41,Kazakhstan2005,0.826,"57,123,671,734",42259,Generation X
Slovenia,2012,female,5-14 years,3,39714,0.06,Slovenia2012,0.912,"46,352,802,766",70124,Generation Z
Czech Republic,1989,female,25-34 years,0,1062130,3.08,Aruba2002,,"1,941,094,972",1895,Millenials
Norway,2010,male,35-54 years,52,364296,8.71,Sweden1989,0.899,"18,881,765,437",113699,Generation X
Denmark,1997,male,25-34 years,0,127872,13.05,Grenada2013,,"842,620,111",41807,Generation X
Bulgaria,1999,female,25-34 years,20,1160553,3.61,Guyana1990,0.625,"396,582,263",3404,Generation X
Slovakia,1986,male,75+ years,80,89475,31.62,Sweden1995,,"264,051,981,551",798,G.I. Generation
Puerto Rico,2000,male,15-24 years,67,299228,15.6,Philippines2009,,"168,334,601,260",25293,Millenials
Belarus,1997,female,35-54 years,64,231541,19.85,Belarus1995,,"13,972,676,841",1697,Boomers
Japan,2009,male,15-24 years,56,654126,29.18,Belgium1994,,"34,894,411,352",35686,Generation X
Ecuador,2003,female,15-24 years,428,2631858,1.89,Austria2016,,"390,799,991,147",19960,Millenials
United States,1993,male,35-54 years,2540,2856576,42.47,Australia2008,,"466,294,700,058",3098,Boomers
Belgium,1991,male,35-54 years,25,1727340,12.84,Belgium2005,,"387,365,750,529",25566,Generation X
Ecuador,2004,female,5-14 years,86,815264,1.79,Hungary2009,,"130,593,960,612",12402,Generation X
Nicaragua,2007,female,75+ years,0,610,1.43,Norway1993,0.641,"120,579,072,751",4521,Silent
Grenada,1999,female,35-54 years,19,82772,6.08,Georgia2010,,"11,638,536,834",21060,Boomers
Bahamas,2006,male,5-14 years,0,616088,0.39,Latvia1996,,"5,970,044,666",23800,Millenials
Turkmenistan,2006,female,5-14 years,0,97562,2.79,Latvia2007,0.83,"30,901,399,261",18712,Millenials
Iceland,2009,male,15-24 years,926,55322,26.13,Belize2011,0.836,"1,487,005,600",42709,Boomers
Chile,2007,female,55-74 years,60,1220144,16.71,Austria1992,0.776,"195,078,126,346",49207,Silent
Antigua and Barbuda,1999,female,5-14 years,0,304850,0.0,Albania1994,0.823,"1,985,673,798",15492,Millenials
Suriname,2000,female,15-24 years,0,9518,0.0,Norway2013,0.725,"523,502,127,660",5561,Millenials
France,1995,female,25-34 years,116,1843907,1.98,Germany2013,,"3,752,513,503,278",37644,Generation X
Belgium,2011,male,35-54 years,77,108988,14.07,Greece2007,0.891,"318,497,936,901",29165,Generation X
United States,1986,female,25-34 years,8,19051278,0.49,United States2004,,"12,274,928,000,000",2934,Boomers
Argentina,1997,male,25-34 years,16,478832,0.56,Finland2014,,"272,609,288,690",16110,Boomers
Serbia,2014,female,55-74 years,10,210223,10.16,Slovakia1992,,"15,431,288,006",9164,Silent
Barbados,1986,male,15-24 years,13,22963,9.82,Belize2005,,"1,114,222,550",5927,Generation X
New Zealand,2001,male,25-34 years,19,3312365,6.76,Saint Lucia2011,,"1,437,684,815",31494,Millenials
Panama,2006,male,75+ years,43,2671715,70.86,Russian Federation1997,,"404,926,534,140",7124,Silent
Germany,2004,male,25-34 years,1067,3640615,16.06,France2011,0.901,"2,861,408,170,265",49353,Boomers
Bahrain,1998,female,75+ years,71,2914655,3.46,Bahrain2003,,"11,074,822,074",3781,Silent
Italy,2013,male,55-74 years,713,7688338,25.59,United Kingdom2009,0.763,"2,382,825,985,356",61596,Boomers
Puerto Rico,2004,male,55-74 years,71,3215,11.06,Puerto Rico1987,,"24,025,800,000",7666,Silent
South Africa,2010,male,5-14 years,57,1794544,0.44,Malta2006,0.765,"6,757,119,558",7992,Generation Z
Netherlands,2016,female,35-54 years,673,5913107,10.62,Thailand1997,,"150,180,268,649",52495,Boomers
Israel,1988,male,5-14 years,0,249340,8.67,Croatia1996,,"444,720,750",3096,Millenials
Suriname,1990,male,75+ years,7,278,0.13,Cuba2000,,"30,565,400,000",4412,G.I. Generation
Bahrain,1997,male,25-34 years,10,1808695,64.84,Russian Federation2011,,"2,051,661,732,060",2101,Silent
Canada,1999,female,5-14 years,3,1598199,0.0,Austria1994,0.668,"203,535,242,742",28466,Millenials
Italy,2000,male,35-54 years,370,4915007,24.51,Barbados1993,,"2,046,189,032",34162,Boomers
Singapore,2011,male,55-74 years,6,209496,9.52,Luxembourg1992,,"2,271,646,188",15439,Silent
Lithuania,1988,male,75+ years,28,98669,97.83,Poland2010,,"479,321,460,551",19552,G.I. Generation
Japan,1987,male,35-54 years,972,9505120,11.88,Mexico2007,,"1,052,696,282,279",6342,Boomers
Slovenia,2013,male,25-34 years,9,324674,0.36,Slovenia2015,0.648,"43,072,415,017",81426,Millenials
Antigua and Barbuda,1985,female,75+ years,10,278,0.29,Azerbaijan1999,,"4,581,222,442",4117,G.I. Generation
El Salvador,2013,male,35-54 years,28,516690,4.67,El Salvador1996,,"9,586,327,800",21972,Boomers
Slovenia,1989,male,75+ years,19,278,40.04,Slovenia2013,,"48,116,256,926",4248,G.I. Generation
Colombia,1985,female,55-74 years,54,1218503,2.54,Colombia2015,,"291,519,591,533",9588,Silent
El Salvador,2004,male,5-14 years,3,2484700,0.35,El Salvador2010,,"18,447,922,400",23783,Millenials
Germany,2005,female,35-54 years,932,10235456,3.56,Denmark2004,,"251,373,036,671",32461,Boomers
Italy,1987,male,15-24 years,536,2878045,20.92,Latvia2003,,"11,748,433,157",18049,Generation X
Poland,1987,female,35-54 years,778,3686620,27.76,Portugal1994,0.829,"99,698,453,261",27854,Boomers
Puerto Rico,1993,female,5-14 years,1029,9856513,3.75,Puerto Rico1992,,"34,630,430,000",3001,Generation X
Austria,1999,female,5-14 years,0,579113,0.46,United Arab Emirates2005,,"180,617,018,380",2106,Millenials
Republic of Korea,1997,male,35-54 years,257,2784343,20.54,Spain1996,,"640,998,292,395",1984,Generation X
El Salvador,1995,female,25-34 years,0,278,0.05,Estonia1996,0.826,"4,746,109,767",44775,Generation X
Chile,2000,female,15-24 years,3,4891377,2.51,Iceland2013,0.616,"15,548,321,544",5435,Millenials
Ukraine,2003,female,35-54 years,33,3809934,11.1,United Kingdom1987,,"745,162,608,269",5653,Boomers
Paraguay,2003,female,75+ years,0,278,1.0,Poland2006,,"344,748,646,558",31311,Silent
Suriname,1987,male,25-34 years,588,466602,38.16,Russian Federation1997,,"404,926,534,140",11626,Generation X
Turkey,2003,female,15-24 years,122,1290073,12.35,Trinidad and Tobago2008,0.889,"27,870,257,894",51842,Millenials
Luxembourg,2013,male,15-24 years,775,3536600,7.87,Kiribati1999,,"69,032,258",19756,Generation X
Guyana,1990,male,5-14 years,0,164329,0.0,Ireland1994,0.665,"57,166,037,102",25976,Silent
Panama,2001,female,25-34 years,4,278,9.11,Guatemala2000,,"19,288,827,159",2475,Generation X
Turkmenistan,1998,female,5-14 years,7,276754,3.22,Trinidad and Tobago2002,,"279,349,355,714",769,Millenials
United States,2012,female,35-54 years,4128,18935467,1.31,Kyrgyzstan1999,0.886,"1,249,062,025",23329,Generation X
Argentina,1997,male,25-34 years,733,8457320,15.51,Hungary2004,,"49,847,128,533",3770,Boomers
Canada,1995,female,15-24 years,6,234967,8.98,Guyana2005,,"824,880,550",15397,Generation X
Suriname,1999,female,25-34 years,2,60732,2.95,Sweden1995,,"264,051,981,551",6595,Generation X
Slovenia,1996,female,75+ years,0,4334,0.0,Spain2015,,"1,197,789,902,774",25778,Silent
Luxembourg,1997,male,55-74 years,12,278,0.67,Luxembourg1997,,"19,731,912,494",25849,Boomers
Bulgaria,2000,female,5-14 years,9,78336,0.12,Bulgaria2003,,"20,982,685,981",22860,Millenials
Croatia,2013,male,25-34 years,88,511038,27.82,Antigua and Barbuda2007,,"1,311,401,333",13402,Generation X
Seychelles,1998,male,75+ years,174,92822,23.13,Singapore1996,,"96,403,758,865",8862,Silent
Spain,1999,male,5-14 years,22,7121947,0.15,Serbia1998,,"18,284,194,680",28225,Generation Z
Sweden,2012,male,35-54 years,100,5914,0.09,Greece2013,,"239,862,011,450",50275,Generation Z
Netherlands,1996,male,25-34 years,80,1501409,12.09,South Africa2006,,"271,811,088,781",7794,Boomers
Netherlands,2001,female,75+ years,186,3819297,10.05,Montenegro2005,,"2,257,174,481",30383,Boomers
Cuba,2000,female,15-24 years,48,4102386,4.04,Costa Rica2005,,"30,562,361,123",2885,Millenials
Jamaica,1996,male,75+ years,0,47374,6.68,Lithuania1995,,"7,870,782,261",14890,Silent
Saint Vincent and Grenadines,1999,male,15-24 years,0,278,2.45,Seychelles1987,,"249,267,040",5914,Millenials
France,2009,female,5-14 years,0,2822674,0.0,Bahrain1985,,"3,651,861,702",29295,Millenials
Costa Rica,1995,male,5-14 years,1,394336,42.82,Guatemala2007,,"34,113,107,086",1370,Millenials
Sweden,2015,male,35-54 years,20,313561,20.9,Austria1992,0.895,"195,078,126,346",5490,Generation X
United Kingdom,1992,female,15-24 years,398,9332214,7.47,Argentina1988,,"126,206,817,196",46385,Millenials
Portugal,1987,female,25-34 years,92,1133847,7.01,Portugal2008,,"262,007,590,450",4155,Generation X
Belize,2007,male,55-74 years,12,278,11.56,Belize1993,,"559,858,250",3606,Silent
Thailand,2008,female,75+ years,254,1077153,3.7,Austria1989,,"36,591,661,000",7531,Silent
Ireland,2010,male,25-34 years,31,307133,25.84,Bahamas2007,0.821,"10,618,340,000",92877,Generation X
Belize,1996,female,35-54 years,0,278,0.0,Georgia1992,,"3,690,328,964",4692,Boomers
Ireland,2009,female,5-14 years,21,1258240,1.37,Denmark2012,0.683,"251,373,036,671",12985,Generation Z
Argentina,2001,female,35-54 years,218,4323955,9.83,Antigua and Barbuda2013,,"1,192,925,407",20264,Millenials
Ecuador,2013,female,15-24 years,12,1320011,0.0,El Salvador1990,0.672,"4,817,542,204",5498,Millenials
Puerto Rico,1987,male,75+ years,19,113215,0.0,Saint Lucia1994,,"600,005,564",22361,Boomers
Switzerland,2005,female,35-54 years,453,1756107,13.66,Switzerland2000,,"272,055,499,941",49539,Boomers
Finland,1993,female,5-14 years,2,51835,0.0,Dominica1985,,"98,585,185",1302,Generation X
Switzerland,2011,male,75+ years,84,276689,10.48,Argentina1986,,"110,934,442,763",46024,Silent
Albania,1985,female,25-34 years,0,117099,3.08,Fiji2008,,"3,523,185,920",2848,Generation X
Czech Republic,1998,female,5-14 years,4,489414,3.08,El Salvador2008,,"17,986,886,200",25761,Boomers
Puerto Rico,1995,female,75+ years,22,2140472,6.19,Republic of Korea2006,,"37,662,075,750",5980,G.I. Generation
